ElTorque,ShTorque,Bicep,Tricep,AntDel,MedDel,PosDel,Pec,LowerTrap,MidTrap,Task,TrialNr,Su,Arm
17.562828562000004,26.889273091999772,0.15487361433174537,0.1744883585612895,0.10280670162658988,0.1383239124385383,0.11062797381901715,inf,0.7951846096694322,inf,50%,1.0,c06,Right
17.450422032000084,29.29395104599977,0.1486921959581462,0.1970151148291159,0.1377485479995197,0.18515097615135512,0.1407196584978562,inf,0.8148287362051796,inf,50%,2.0,c06,Right
14.447694227999985,29.487677644000065,0.15945997515101307,0.1696572216799688,0.13026372498278319,0.1766647235834132,0.14724428157171496,inf,0.8095698648345897,inf,50%,3.0,c06,Right
17.614196526,27.402086246000223,0.15858997871514752,0.18666864555658938,0.11256690584500459,0.14284497875428165,0.18730542284540092,inf,0.8131623168685714,inf,50%,4.0,c06,Right
17.304552343999976,27.926811510000004,0.09092303621189733,0.1797323614157252,0.09916544269697176,0.1765249713001973,0.19790041906308517,inf,0.7427244629246942,inf,50%,5.0,c06,Right
17.79042874599999,31.49776019799979,0.1401992158080566,0.17967775373126554,0.1108722976643553,0.17115740758349418,0.1997665883546222,inf,0.7458961255287,inf,50%,6.0,c06,Right
19.656123249999983,30.858037260000007,0.11906823495327547,0.220844374928355,0.10935038535046504,0.16062320041000863,0.13441180949944898,inf,0.7623655000545948,inf,50%,7.0,c06,Right
17.54334398799998,26.238126461999872,0.13017839377284535,0.2093251716707284,0.09143247534651525,0.14980458094103943,0.1282145889447201,inf,0.789904112457919,inf,50%,8.0,c06,Right
17.012805687999965,33.35200792800026,0.1423889302445383,0.2023345466425844,0.13817220172624398,0.184641620151275,0.1490648107268234,inf,0.8095636860228974,inf,50%,9.0,c06,Right
18.69273198600002,28.96969751199988,0.11947472844471159,0.19977461767358123,0.09473213734702651,0.15120523989889884,0.13013734808941999,inf,0.7791329351676669,inf,50%,10.0,c06,Right
17.16464463399997,6.01621903999998,0.14659522657930435,0.14815064386416046,0.05336048730792666,0.13389094122263456,0.11075741131746138,inf,0.8144724006024496,inf,10%,1.0,c06,Right
17.01562011600006,6.65179585200001,0.1181854159450749,0.15892589330365642,0.045598348352096876,0.12910029112754212,0.10613022831346976,inf,0.7657936866135193,inf,10%,2.0,c06,Right
16.399197847999982,8.105429101999972,0.10615022115995305,0.15143213911826667,0.043414025794144225,0.13668822362908134,0.10673935159426565,inf,0.792548995172445,inf,10%,3.0,c06,Right
16.41247211800009,8.080143369999961,0.10607429475360676,0.15152514385202073,0.04380248438061359,0.13287998728898462,0.10599709718905578,inf,0.7385990521895406,inf,10%,4.0,c06,Right
15.930617779999952,6.64887573800002,0.09592338930252485,0.13495447424131965,0.06020497060519512,0.1131165551713065,0.09120035877984269,inf,0.8035153319962165,inf,10%,5.0,c06,Right
16.061366922000037,8.326359067999967,0.0748601588352584,0.14146639261621607,0.047308780296135694,0.1178258156761723,0.0951228617976486,inf,0.7644743346621026,inf,10%,6.0,c06,Right
15.392273457999918,8.148475445999962,0.07320453668348312,0.1636396854895999,0.04715833784973677,0.12525030329180567,0.102773592299601,inf,0.8192014026777135,inf,10%,7.0,c06,Right
15.613922743999982,6.96721496000002,0.07531420025590677,0.1453824188106158,0.03640621720813367,0.11707281730600863,0.09518348893609116,inf,0.7776400495236544,inf,10%,8.0,c06,Right
15.375445466000016,6.584998130000021,0.07653573516956921,0.14067223424411587,0.04385555246862321,0.11359414061591748,0.09222890827858293,inf,0.8042094667665989,inf,10%,9.0,c06,Right
16.549240002000012,7.337482110000019,0.10737582004019973,0.1369631934024711,0.039632004414291204,0.12618464008090605,0.10069257634292887,inf,0.746320004364522,inf,10%,10.0,c06,Right
16.791958840000024,21.607201392000125,0.1508170859983187,0.1686201556582633,0.08749086504098927,0.1480652576342662,0.10194943310533883,inf,0.8507042497469804,inf,30%,1.0,c06,Right
16.40345486000005,20.47685731400018,0.081921998632901,0.16886467687098508,0.07963454406083184,0.14202613019136828,0.09852611845168552,inf,0.7843918065382568,inf,30%,2.0,c06,Right
16.605410775999992,19.968302844000082,0.10215608612896186,0.18678381833085292,0.08439340476778932,0.16282029766377273,0.1111930755517426,inf,0.7623747682721336,inf,30%,3.0,c06,Right
18.744746436000046,21.978854196000015,0.11706496356225728,0.16618972334837356,0.0842281955158731,0.15497442469809322,0.11104105948944341,inf,0.7835086910460469,inf,30%,4.0,c06,Right
17.322073803999917,19.372498298000096,0.11326559512513179,0.15819235930962228,0.07105273722350652,0.12971682774439355,0.09737274062371752,inf,0.8667590136545917,inf,30%,5.0,c06,Right
17.800792610000016,17.956757892000002,0.20161130598455523,0.16322604237905797,0.07280610862569574,0.13904704324062456,0.10793840646548598,inf,0.7435046773632465,inf,30%,6.0,c06,Right
16.441178439999998,19.829262104000065,0.09747853914293103,0.16735435765114698,0.0817945404856569,0.14304739590717447,0.09503891887780858,inf,0.738958477198117,inf,30%,7.0,c06,Right
18.623049873999953,19.92593990799999,0.09546699098688437,0.1493423893223116,0.06752127093119024,0.1359103706267225,0.09330436870385582,inf,0.7687825473073906,inf,30%,8.0,c06,Right
16.726774896000006,20.219858523999864,0.10651953753048345,0.16205119576110605,0.06969477706952971,0.13793294017799365,0.0916718831858885,inf,0.8263187635125845,inf,30%,9.0,c06,Right
18.506945033999973,19.334540218000036,0.09893895354928342,0.17179937759513872,0.06583047522952658,0.13008495368911344,0.09751891834773115,inf,0.7663266453146914,inf,30%,10.0,c06,Right
5.578644958000021,9.550572567999938,0.26551518122389134,0.02700518504056683,0.21602739340506041,0.02794647312880402,0.04904976236080485,0.09158294865522094,0.20088247249306362,0.10077788392791312,30%,1.0,c02,Right
7.241437710000022,8.69819183999992,0.3197219993127429,0.04460106690768553,0.20129276527655213,0.03313736713317534,0.048975385302533134,0.14782172329021664,0.3050792890180908,0.10168258985686042,30%,2.0,c02,Right
6.212053635999974,8.452790450000023,0.21725654105016928,0.04212831016594173,0.14349810540001334,0.05065750611849599,0.05002636844636594,0.10398779940871598,0.13152390477616796,0.10085155061009218,30%,3.0,c02,Right
6.279572730000002,8.332024970000031,0.2880090914941588,0.03607056427009953,0.18696351938279274,0.044769288311022455,0.04996131897781404,0.1409644672796365,0.17603023282656302,0.10341200370299256,30%,4.0,c02,Right
6.622529142000055,8.436744549999998,0.24369454961319426,0.029772774694346936,0.19158273442675272,0.025740275303995228,0.04982091236096335,0.13065447811347267,0.1571074861999794,0.10532665012661542,30%,5.0,c02,Right
6.350276078000029,8.067342009999972,0.23654080332455654,0.03219875411448419,0.20787042639898615,0.027366737589785032,0.04986663295176715,0.17470412140684916,0.10554908858284175,0.10509980699950891,30%,6.0,c02,Right
