ElTorque,ShTorque,Bicep,Tricep,AntDel,MedDel,PosDel,Pec,LowerTrap,MidTrap,Task,TrialNr,Su,Arm
5.93053753399998,2.3188198680000043,0.07586605301104427,0.16599597020462895,0.08014806715647366,0.10434177071044504,0.06037591437463643,0.1712458752780221,0.22161782103417227,0.06196786118337904,10%,1.0,c07,Right
11.293783126000072,5.387705932000039,0.1473684983981756,0.17796180271473644,0.10481557790615838,0.11055347820629828,0.06329405493641033,0.24198722495339337,0.26103983429299676,0.09315871598720206,10%,2.0,c07,Right
8.771303323999987,1.7219271900000042,0.12417925841551752,0.17613594991536258,0.07573704891198273,0.10533388205728308,0.060633686005186316,0.2210202286131179,0.2303006126725601,0.057314698797125724,10%,3.0,c07,Right
7.504005242000006,1.2522057980000083,0.12531591669862285,0.17982681149322616,0.07463255626201296,0.10492568552214256,0.058969685489193256,0.22446755346533168,0.23074617732901603,0.052150804878381994,10%,4.0,c07,Right
6.747102984000038,1.6657392700000087,0.0940828450708289,0.17398525041249266,0.07444719702964106,0.10869059478067593,0.06093932020051728,0.22735882168691315,0.23324591988183546,0.0543677768740624,10%,5.0,c07,Right
9.39045547400003,3.0951694899999795,0.1448627530933018,0.18344433993369974,0.0850929074825821,0.10577950808644421,0.06145569453218676,0.22835006263938354,0.23356231964557914,0.06206408955777026,10%,6.0,c07,Right
8.206437502000028,1.6740262280000064,0.11325372719102919,0.17694038744090795,0.07378024430358135,0.10786711265051924,0.06259804262818786,0.2561778401000943,0.23440922459910504,0.06874476018460622,10%,7.0,c07,Right
7.020671633999992,5.366366000000033,0.11369125553569932,0.17330936109997613,0.09269413204006262,0.10682667791118637,0.06368232479780742,0.16968654923601148,0.24867994657905107,0.06297888638216871,10%,8.0,c07,Right
9.333777538000001,2.953571140000006,0.10724708542474312,0.17933767546110743,0.07673161946968439,0.10474578861973144,0.05942548837112473,0.15814502049377474,0.2365703120394854,0.05747096615165097,10%,9.0,c07,Right
8.178097812000006,1.9327584639999857,0.10181272836895892,0.182185947564855,0.0744803294058706,0.10919810768918924,0.059306730468873504,0.22627790790253413,0.23827465639999096,0.0634558005015128,10%,10.0,c07,Right
10.020478485999968,3.1285337360000014,0.12097203737330064,0.18090841234092336,0.07881812036266181,0.10202918169375269,0.05861341000829116,0.2168644034542358,0.24414951470106283,0.07162500707487027,30%,1.0,c07,Right
17.57795697999991,2.0752548000000015,0.3040732704438469,0.23582234362237,0.1332627901780986,0.1085401945927894,0.06609618266374076,0.20752634170104015,0.26110904518248407,0.06098541397090092,30%,2.0,c07,Right
9.183251156000017,2.1154215999999995,0.10507838728610962,0.1719701701116906,0.0808546093146855,0.10198240687764061,0.05776187897117016,0.15454557366155594,0.23327628075123727,0.055158451124312224,30%,3.0,c07,Right
7.974612659999971,1.7485174700000035,0.08725826172906379,0.17550147289054352,0.07250163641296326,0.10752747032479691,0.057605358032928954,0.1479788729092482,0.23665029320917155,0.05984532871843178,30%,4.0,c07,Right
6.015110419999982,5.258173399999992,0.09219992919886166,0.1630171997601319,0.07670621988422864,0.10536696301399082,0.05724078265016591,0.24391684321922447,0.23230649834709094,0.07264004939099716,30%,5.0,c07,Right
8.751499659999967,1.637188440000004,0.09077403646752207,0.16987739571280194,0.07364901614720915,0.10631857893597761,0.057136647630109734,0.15200378793598046,0.23537680529465824,0.05126295439500381,30%,6.0,c07,Right
10.825326527999986,4.5241598500000455,0.1429960733690433,0.18303560802800953,0.0846671238242854,0.10953484267306049,0.057940432246906,0.16195120230863472,0.24381342949216428,0.08891402044712803,30%,7.0,c07,Right
8.636168039999967,1.625438000000004,0.11797192290459536,0.18275391831139948,0.07630636690440044,0.11325224661135656,0.05960803817258335,0.20007613302486993,0.24488112685444977,0.0683317740170885,30%,8.0,c07,Right
11.281164106000045,5.635490840000027,0.1463388925461047,0.20363831366216315,0.12000408467209824,0.12156910000036922,0.05929893167168375,0.2286566842401481,0.24464908763995902,0.08391108389354969,30%,9.0,c07,Right
10.61032836800008,5.400684690000052,0.14658632859682488,0.20129978102011684,0.1297192470591263,0.14115975380827292,0.07250204252972851,0.24062334436602636,0.24280348442451047,0.11393142435562711,30%,10.0,c07,Right
11.125055449999987,4.705290079999994,0.1500355094164691,0.18780005336735694,0.08321861364357326,0.10540782656485768,0.055773652349086426,0.14828542920084264,0.24583585689080423,0.07694601244541777,50%,1.0,c07,Right
9.74382032799998,11.464807734000084,0.15237719822608933,0.1965008344030325,0.14144633047549737,0.13653322532639578,0.18283289441513284,0.17624189515115332,0.25694123594968277,0.14201755732949306,50%,2.0,c07,Right
9.137498289999964,11.650626139999936,0.16068027822291422,0.2193996701382848,0.22938124773862154,0.19800399478074296,0.10797199983132043,0.17125642587510664,0.3151833798898665,0.12957248112242908,50%,3.0,c07,Right
8.083296463999938,8.56004422999997,0.13533459742391266,0.190657292815799,0.13234587340747664,0.14661637488107523,0.07900612073698737,0.15648694888459433,0.24555919864833903,0.09493322785104555,50%,4.0,c07,Right
7.18202953000002,2.0523315879999835,0.10495460803425397,0.18997882307523825,0.08076523846483014,0.11286619184763153,0.0633692492683432,0.15212368004183616,0.2505840058388184,0.05800642042001874,50%,5.0,c07,Right
8.117854016000004,4.694985520000006,0.11781446618951634,0.1783855868622148,0.07658811074925763,0.10931904495355556,0.05987732399864,0.1692279465386056,0.24280458527880686,0.055666037133287306,50%,6.0,c07,Right
7.733009017999967,1.652028280000013,0.10153316539784904,0.18334937311870675,0.0833166838100215,0.10771384474635964,0.05741941841737642,0.15907228424199438,0.2408804964165562,0.05610914577424129,50%,7.0,c07,Right
11.337026730000062,1.7989043500000093,0.14109018681330904,0.17953889067773873,0.07579524789563942,0.1049964478778887,0.057560407293053464,0.14201113502733065,0.23445657480848514,0.05984409395950426,50%,8.0,c07,Right
7.839644001999951,1.6508984300000131,0.10121341338789075,0.17959959618361224,0.08586770051697808,0.10536756889347519,0.05537881025878289,0.14658250606086862,0.23284135400677694,0.0510738615859052,50%,9.0,c07,Right
11.500607850000051,1.8203560680000104,0.13592271409126386,0.19343567831783617,0.08829869880632175,0.10946391606709524,0.05947618026933699,0.21256642882953597,0.25544305277237406,0.059844910560239405,50%,10.0,c07,Right
10.80704501199997,1.8874282219999838,0.35510012164676236,0.04196115898426755,0.05392146655024267,0.02169145140530197,0.04989582605908251,0.17133351226124938,0.17436548862742696,0.09509582777214017,30%,1.0,c02,Right
